"Restaurant_ID","TotalRating","DinnerRating","LunchRating","ReviewNum","Rating_Category"
"447","4.1","3.52","","39","4~5 星餐廳"
"448","3.6","3.08","3.0","15","3~3.9 星餐廳"
"449","4.1","3.51","","13","4~5 星餐廳"
"450","3.466666666666667","3.02","","2","3~3.9 星餐廳"
"451","3.533333333333333","3.03","","14","3~3.9 星餐廳"
"452","3.4","3.05","","8","3~3.9 星餐廳"
"453","3.6","3.08","3.07","191","3~3.9 星餐廳"
"454","3.5","3.03","","14","3~3.9 星餐廳"
"455","3.5","3.1","3.07","23","3~3.9 星餐廳"
"456","3.6","3.04","","4","3~3.9 星餐廳"
"457","3.5","3.2","","12","3~3.9 星餐廳"
"458","3.6666666666666665","3.05","3.02","5","3~3.9 星餐廳"
"459","3.533333333333333","3.0","","11","3~3.9 星餐廳"
"460","3.6","3.0","","11","3~3.9 星餐廳"
"461","4.3","3.44","3.43","62","4~5 星餐廳"
"462","3.633333333333333","3.02","3.07","22","3~3.9 星餐廳"
"463","3.6","3.31","","53","3~3.9 星餐廳"
"464","3.533333333333333","3.05","3.06","10","3~3.9 星餐廳"
"465","3.5","3.04","3.05","18","3~3.9 星餐廳"
"466","3.733333333333333","3.05","","8","3~3.9 星餐廳"
"467","4.0","3.09","3.53","14","4~5 星餐廳"
"468","3.933333333333333","3.0","","10","3~3.9 星餐廳"
"469","4.133333333333334","3.42","3.06","16","4~5 星餐廳"
"470","4.066666666666666","3.28","3.51","32","4~5 星餐廳"
"471","3.433333333333333","3.1","3.07","7","3~3.9 星餐廳"
"472","3.5","3.04","","8","3~3.9 星餐廳"
"473","3.633333333333333","3.22","","5","3~3.9 星餐廳"
"474","3.2666666666666666","3.06","3.06","22","3~3.9 星餐廳"
"475","4.3","3.54","3.14","54","4~5 星餐廳"
"476","4.066666666666666","3.5","3.48","39","4~5 星餐廳"
"477","3.3666666666666667","3.05","","11","3~3.9 星餐廳"
"478","3.6","3.27","","19","3~3.9 星餐廳"
"479","3.533333333333333","3.03","3.0","15","3~3.9 星餐廳"
"480","4.133333333333334","3.45","","9","4~5 星餐廳"
"481","3.6666666666666665","3.11","3.18","67","3~3.9 星餐廳"
"482","3.6","3.04","","3","3~3.9 星餐廳"
"483","3.733333333333333","3.06","3.41","15","3~3.9 星餐廳"
"484","3.433333333333333","3.1","3.0","67","3~3.9 星餐廳"
"485","3.466666666666667","3.0","3.04","11","3~3.9 星餐廳"
"486","3.6666666666666665","3.04","3.04","4","3~3.9 星餐廳"
"487","3.566666666666667","3.07","","7","3~3.9 星餐廳"
"488","3.566666666666667","3.04","","2","3~3.9 星餐廳"
"489","4.2","3.59","3.39","18","4~5 星餐廳"
"490","3.466666666666667","3.2","3.07","41","3~3.9 星餐廳"
"491","3.433333333333333","3.08","","2","3~3.9 星餐廳"
"492","3.566666666666667","3.3","","9","3~3.9 星餐廳"
"493","3.3666666666666667","3.06","","2","3~3.9 星餐廳"
"494","3.633333333333333","3.02","","2","3~3.9 星餐廳"
"495","4.1","3.5","","55","4~5 星餐廳"
"496","3.733333333333333","3.03","","12","3~3.9 星餐廳"
"497","3.7","3.04","","3","3~3.9 星餐廳"
"498","3.7666666666666666","3.23","","7","3~3.9 星餐廳"
"499","3.633333333333333","3.05","","5","3~3.9 星餐廳"
"500","3.6","3.28","","5","3~3.9 星餐廳"
"501","3.7666666666666666","3.15","3.21","8","3~3.9 星餐廳"
"502","3.466666666666667","3.06","3.33","5","3~3.9 星餐廳"
"503","3.8","3.09","3.5","29","3~3.9 星餐廳"
"504","4.166666666666667","3.55","3.31","8","4~5 星餐廳"
"505","4.666666666666667","4.04","3.61","148","4~5 星餐廳"
"506","3.6666666666666665","3.07","3.09","21","3~3.9 星餐廳"
"507","3.433333333333333","3.08","3.06","29","3~3.9 星餐廳"
"508","3.966666666666667","3.55","3.52","112","3~3.9 星餐廳"
"509","3.533333333333333","3.08","3.08","26","3~3.9 星餐廳"
"510","3.7666666666666666","3.06","","6","3~3.9 星餐廳"
"511","3.6","3.0","3.05","15","3~3.9 星餐廳"
"512","4.1","3.62","3.1","18","4~5 星餐廳"
"513","4.266666666666667","3.2","3.49","86","4~5 星餐廳"
"514","4.5","3.41","3.54","101","4~5 星餐廳"
"515","3.633333333333333","3.03","3.11","40","3~3.9 星餐廳"
"516","3.533333333333333","3.05","","1","3~3.9 星餐廳"
"517","4.033333333333333","3.53","3.38","16","4~5 星餐廳"
"518","3.4","3.17","3.0","13","3~3.9 星餐廳"
"519","3.2666666666666666","3.05","3.07","12","3~3.9 星餐廳"
"520","4.333333333333333","3.59","3.06","13","4~5 星餐廳"
"521","3.6","3.05","","3","3~3.9 星餐廳"
"522","3.433333333333333","3.04","","6","3~3.9 星餐廳"
"523","3.333333333333333","3.0","3.0","7","3~3.9 星餐廳"
"524","3.3666666666666667","3.08","","28","3~3.9 星餐廳"
"525","4.266666666666667","3.26","3.5","129","4~5 星餐廳"
"526","3.4","3.06","","5","3~3.9 星餐廳"
"527","3.933333333333333","3.53","","26","3~3.9 星餐廳"
"528","3.4","3.0","3.05","4","3~3.9 星餐廳"
"529","3.533333333333333","3.05","","9","3~3.9 星餐廳"
"530","3.6666666666666665","3.35","","11","3~3.9 星餐廳"
"531","3.7","3.0","","6","3~3.9 星餐廳"
"532","3.2","3.05","","10","3~3.9 星餐廳"
"533","3.633333333333333","3.05","3.04","19","3~3.9 星餐廳"
"534","3.8333333333333335","3.0","3.03","10","3~3.9 星餐廳"
"535","3.566666666666667","3.07","","13","3~3.9 星餐廳"
"536","3.6","3.03","3.06","9","3~3.9 星餐廳"
"537","3.6","3.06","","1","3~3.9 星餐廳"
"538","3.4","3.06","3.04","7","3~3.9 星餐廳"
"539","4.233333333333333","3.42","3.48","18","4~5 星餐廳"
"540","3.7","3.06","3.0","31","3~3.9 星餐廳"
"541","4.133333333333334","3.51","","110","4~5 星餐廳"
"542","3.566666666666667","3.0","","35","3~3.9 星餐廳"
"543","3.6666666666666665","3.04","3.02","2","3~3.9 星餐廳"
"544","3.3666666666666667","3.03","","11","3~3.9 星餐廳"
"545","3.566666666666667","3.05","","1","3~3.9 星餐廳"
"546","4.166666666666667","3.58","","23","4~5 星餐廳"
"547","3.7666666666666666","3.04","","1","3~3.9 星餐廳"
"548","3.466666666666667","3.06","3.38","24","3~3.9 星餐廳"
"549","4.1","3.44","","4","4~5 星餐廳"
"550","3.6666666666666665","3.04","3.04","7","3~3.9 星餐廳"
"551","3.7","3.09","3.38","43","3~3.9 星餐廳"
"552","4.2","3.58","3.56","107","4~5 星餐廳"
"553","3.2","3.0","","8","3~3.9 星餐廳"
"554","3.466666666666667","3.04","","3","3~3.9 星餐廳"
"555","3.533333333333333","3.33","3.08","54","3~3.9 星餐廳"
"556","4.3","3.35","3.54","42","4~5 星餐廳"
"557","3.3666666666666667","3.03","3.0","5","3~3.9 星餐廳"
"558","3.7","3.05","","4","3~3.9 星餐廳"
"559","3.5","3.06","3.06","10","3~3.9 星餐廳"
"560","3.8666666666666663","3.29","","13","3~3.9 星餐廳"
"561","3.7","3.06","","13","3~3.9 星餐廳"
"562","4.2","3.54","3.68","18","4~5 星餐廳"
"563","3.466666666666667","3.05","","13","3~3.9 星餐廳"
"564","3.9","3.06","","3","3~3.9 星餐廳"
"565","3.733333333333333","3.0","3.05","16","3~3.9 星餐廳"
"566","3.333333333333333","3.06","","4","3~3.9 星餐廳"
"567","3.2666666666666666","3.06","3.28","21","3~3.9 星餐廳"
"568","3.5","3.0","3.06","13","3~3.9 星餐廳"
"569","4.033333333333333","3.5","","9","4~5 星餐廳"
"570","3.566666666666667","3.04","","9","3~3.9 星餐廳"
"571","3.633333333333333","3.04","3.35","28","3~3.9 星餐廳"
"572","3.2666666666666666","3.04","","12","3~3.9 星餐廳"
"573","3.7666666666666666","3.21","3.06","17","3~3.9 星餐廳"
"574","4.366666666666666","3.16","3.65","72","4~5 星餐廳"
"575","3.966666666666667","3.51","3.08","23","3~3.9 星餐廳"
"576","3.6","3.05","3.05","5","3~3.9 星餐廳"
"577","3.6","3.06","3.05","22","3~3.9 星餐廳"
"578","4.233333333333333","3.54","3.04","15","4~5 星餐廳"
"579","3.433333333333333","3.06","","4","3~3.9 星餐廳"
"580","3.5","3.06","3.05","28","3~3.9 星餐廳"
"581","3.6","3.03","3.07","6","3~3.9 星餐廳"
"582","3.4","3.03","","6","3~3.9 星餐廳"
"583","3.466666666666667","3.05","","2","3~3.9 星餐廳"
"584","3.433333333333333","3.0","","4","3~3.9 星餐廳"
"585","3.6666666666666665","3.35","","9","3~3.9 星餐廳"
"586","3.433333333333333","3.04","3.03","16","3~3.9 星餐廳"
"587","3.6666666666666665","3.09","","25","3~3.9 星餐廳"
"588","3.566666666666667","3.14","3.07","23","3~3.9 星餐廳"
"589","4.166666666666667","3.69","","26","4~5 星餐廳"
"590","3.466666666666667","3.21","","14","3~3.9 星餐廳"
"591","3.433333333333333","3.15","3.05","15","3~3.9 星餐廳"
"592","3.633333333333333","3.31","3.06","20","3~3.9 星餐廳"
"593","3.6","3.02","3.06","19","3~3.9 星餐廳"
"594","3.533333333333333","3.0","3.04","43","3~3.9 星餐廳"
"595","3.8666666666666663","3.07","","4","3~3.9 星餐廳"
"596","3.7","3.03","","7","3~3.9 星餐廳"
"597","3.533333333333333","3.05","","3","3~3.9 星餐廳"
"598","3.6666666666666665","3.26","3.17","16","3~3.9 星餐廳"
"599","4.266666666666667","3.51","","23","4~5 星餐廳"
"600","3.3","3.08","3.37","36","3~3.9 星餐廳"
"601","3.7666666666666666","3.04","3.02","3","3~3.9 星餐廳"
"602","3.5","3.05","","10","3~3.9 星餐廳"
"603","3.2666666666666666","3.04","","1","3~3.9 星餐廳"
"604","3.8","3.12","3.21","13","3~3.9 星餐廳"
"605","4.2","3.51","3.32","79","4~5 星餐廳"
"606","3.633333333333333","3.06","3.0","77","3~3.9 星餐廳"
"607","3.633333333333333","3.04","","3","3~3.9 星餐廳"
"608","4.133333333333334","3.53","3.2","29","4~5 星餐廳"
"609","3.633333333333333","3.1","3.16","21","3~3.9 星餐廳"
"610","4.033333333333333","3.35","3.46","110","4~5 星餐廳"
"611","3.3","3.0","","4","3~3.9 星餐廳"
"612","3.466666666666667","3.14","3.3","39","3~3.9 星餐廳"
"613","4.233333333333333","3.57","3.0","39","4~5 星餐廳"
"614","3.466666666666667","3.06","","2","3~3.9 星餐廳"
"615","3.566666666666667","3.0","3.01","6","3~3.9 星餐廳"
"616","4.1","3.54","3.55","27","4~5 星餐廳"
"617","3.433333333333333","3.0","","1","3~3.9 星餐廳"
"618","3.7","3.26","3.05","14","3~3.9 星餐廳"
"619","4.0","3.34","3.51","30","4~5 星餐廳"
"620","3.6","3.0","","14","3~3.9 星餐廳"
"621","4.233333333333333","3.53","3.12","29","4~5 星餐廳"
"622","3.466666666666667","3.07","3.24","56","3~3.9 星餐廳"
"623","3.533333333333333","3.06","","1","3~3.9 星餐廳"
"624","3.3666666666666667","3.06","3.09","20","3~3.9 星餐廳"
"625","3.966666666666667","3.05","3.25","39","3~3.9 星餐廳"
"626","3.6","3.1","3.18","50","3~3.9 星餐廳"
"627","4.033333333333333","3.5","3.49","99","4~5 星餐廳"
"628","4.066666666666666","3.65","3.54","22","4~5 星餐廳"
"629","3.566666666666667","3.17","3.06","10","3~3.9 星餐廳"
"630","3.566666666666667","3.06","","15","3~3.9 星餐廳"
"631","3.533333333333333","3.03","","6","3~3.9 星餐廳"
"632","4.133333333333334","3.56","","52","4~5 星餐廳"
"633","3.6","3.06","3.04","4","3~3.9 星餐廳"
"634","4.133333333333334","3.13","3.58","131","4~5 星餐廳"
"635","3.6666666666666665","3.04","","1","3~3.9 星餐廳"
"636","4.2","3.52","3.27","20","4~5 星餐廳"
"637","4.5","3.8","3.58","31","4~5 星餐廳"
"638","3.6","3.16","","32","3~3.9 星餐廳"
"639","4.3","3.64","3.62","121","4~5 星餐廳"
"640","3.333333333333333","3.06","3.07","17","3~3.9 星餐廳"
"641","3.466666666666667","3.06","3.09","26","3~3.9 星餐廳"
"642","3.533333333333333","3.02","","7","3~3.9 星餐廳"
"643","4.166666666666667","3.48","3.17","125","4~5 星餐廳"
"644","3.6666666666666665","3.05","","23","3~3.9 星餐廳"
"645","4.7","3.63","3.72","69","4~5 星餐廳"
"646","4.066666666666666","3.28","3.52","40","4~5 星餐廳"
"647","4.2","3.54","3.05","20","4~5 星餐廳"
"648","3.433333333333333","3.06","3.0","12","3~3.9 星餐廳"
"649","3.6666666666666665","3.06","3.46","35","3~3.9 星餐廳"
"650","3.533333333333333","3.21","3.3","52","3~3.9 星餐廳"
"651","3.533333333333333","3.03","3.14","6","3~3.9 星餐廳"
"652","4.1","3.36","3.51","25","4~5 星餐廳"
"653","3.433333333333333","3.04","","2","3~3.9 星餐廳"
"654","3.466666666666667","3.04","3.16","9","3~3.9 星餐廳"
"655","3.8","3.06","3.0","23","3~3.9 星餐廳"
"656","3.466666666666667","3.05","","3","3~3.9 星餐廳"
"657","3.6","3.06","","9","3~3.9 星餐廳"
"658","4.666666666666667","3.71","3.97","61","4~5 星餐廳"
"659","4.166666666666667","3.58","3.59","16","4~5 星餐廳"
"660","3.433333333333333","3.37","3.08","21","3~3.9 星餐廳"
"661","4.033333333333333","3.58","3.59","713","4~5 星餐廳"
"662","3.3","3.04","","6","3~3.9 星餐廳"
"663","3.466666666666667","3.08","3.0","84","3~3.9 星餐廳"
"664","4.3","3.52","","41","4~5 星餐廳"
"665","3.5","3.03","3.17","9","3~3.9 星餐廳"
"666","3.466666666666667","3.08","3.38","56","3~3.9 星餐廳"
"667","3.4","3.03","3.07","32","3~3.9 星餐廳"
"668","3.8333333333333335","3.16","3.23","9","3~3.9 星餐廳"
"669","4.2","3.5","","4","4~5 星餐廳"
"670","3.6","3.08","3.41","22","3~3.9 星餐廳"
"671","3.7","3.04","3.09","17","3~3.9 星餐廳"
"672","3.5","3.04","","1","3~3.9 星餐廳"
"673","3.633333333333333","3.06","","3","3~3.9 星餐廳"
"674","3.566666666666667","3.27","3.07","62","3~3.9 星餐廳"
"675","3.566666666666667","3.09","3.31","11","3~3.9 星餐廳"
"676","4.166666666666667","3.5","","36","4~5 星餐廳"
"677","4.2","3.39","3.15","37","4~5 星餐廳"
"678","3.7","3.0","","4","3~3.9 星餐廳"
"679","3.7","3.18","","40","3~3.9 星餐廳"
"680","4.0","3.41","","10","4~5 星餐廳"
"681","3.633333333333333","3.29","","8","3~3.9 星餐廳"
"682","3.6","3.18","3.18","21","3~3.9 星餐廳"
"683","3.566666666666667","3.02","3.03","13","3~3.9 星餐廳"
"684","3.3666666666666667","3.05","3.08","10","3~3.9 星餐廳"
"685","3.6","3.17","3.31","82","3~3.9 星餐廳"
"686","3.7666666666666666","3.0","3.08","70","3~3.9 星餐廳"
"687","4.233333333333333","3.49","","14","4~5 星餐廳"
"688","3.4","3.07","3.5","108","3~3.9 星餐廳"
"689","3.433333333333333","3.05","3.05","8","3~3.9 星餐廳"
"690","3.9","3.12","3.1","23","3~3.9 星餐廳"
"691","4.1","3.08","3.53","22","4~5 星餐廳"
"692","3.6","3.06","3.33","12","3~3.9 星餐廳"
"693","3.8333333333333335","3.11","3.28","62","3~3.9 星餐廳"
"694","3.733333333333333","3.0","","8","3~3.9 星餐廳"
"695","4.033333333333333","3.44","","9","4~5 星餐廳"
"696","3.333333333333333","3.06","3.09","35","3~3.9 星餐廳"
"697","3.7666666666666666","3.09","3.06","39","3~3.9 星餐廳"
"698","4.166666666666667","3.32","3.56","68","4~5 星餐廳"
"699","4.066666666666666","3.52","3.16","19","4~5 星餐廳"
"700","3.3","3.03","3.0","21","3~3.9 星餐廳"
"701","3.4","3.04","","8","3~3.9 星餐廳"
"702","3.533333333333333","3.29","3.2","78","3~3.9 星餐廳"
"703","3.7","3.09","3.02","25","3~3.9 星餐廳"
"704","4.233333333333333","3.51","","55","4~5 星餐廳"
"705","3.633333333333333","3.0","","4","3~3.9 星餐廳"
"706","3.6666666666666665","3.06","3.07","10","3~3.9 星餐廳"
"707","3.433333333333333","3.07","","7","3~3.9 星餐廳"
"708","4.2","3.59","3.58","31","4~5 星餐廳"
"709","4.266666666666667","3.51","","38","4~5 星餐廳"
"710","3.633333333333333","3.26","","13","3~3.9 星餐廳"
"711","3.333333333333333","3.27","3.24","14","3~3.9 星餐廳"
"712","4.3","3.54","3.29","38","4~5 星餐廳"
"713","4.166666666666667","3.46","","21","4~5 星餐廳"
"714","4.133333333333334","3.5","3.57","129","4~5 星餐廳"
"715","3.8","3.06","3.35","36","3~3.9 星餐廳"
"716","3.966666666666667","3.4","3.09","15","3~3.9 星餐廳"
"717","3.6666666666666665","3.07","3.09","30","3~3.9 星餐廳"
"718","3.3","3.2","3.11","33","3~3.9 星餐廳"
"719","3.966666666666667","3.29","3.22","40","3~3.9 星餐廳"
"720","4.166666666666667","3.31","3.29","32","4~5 星餐廳"
"721","3.6","3.0","","10","3~3.9 星餐廳"
"722","4.1","3.61","3.6","30","4~5 星餐廳"
"723","3.5","3.08","","24","3~3.9 星餐廳"
"724","3.5","3.03","","8","3~3.9 星餐廳"
"725","3.466666666666667","3.06","3.11","22","3~3.9 星餐廳"
"726","3.466666666666667","3.03","3.0","7","3~3.9 星餐廳"
"727","3.533333333333333","3.08","3.17","15","3~3.9 星餐廳"
"728","3.633333333333333","3.18","","10","3~3.9 星餐廳"
"729","4.2","3.55","","73","4~5 星餐廳"
"730","4.0","3.57","","9","4~5 星餐廳"
"731","4.0","3.58","3.58","48","4~5 星餐廳"
"732","3.733333333333333","3.03","","15","3~3.9 星餐廳"
"733","4.266666666666667","3.4","3.45","62","4~5 星餐廳"
"734","3.8333333333333335","3.05","3.0","21","3~3.9 星餐廳"
"735","3.466666666666667","3.3","3.02","6","3~3.9 星餐廳"
"736","4.2","3.52","3.62","74","4~5 星餐廳"
"737","3.6666666666666665","3.23","","7","3~3.9 星餐廳"
"738","4.2","3.32","3.61","40","4~5 星餐廳"
"739","4.233333333333333","3.06","3.51","72","4~5 星餐廳"
"740","3.633333333333333","3.08","3.08","26","3~3.9 星餐廳"
"741","3.5","3.0","","8","3~3.9 星餐廳"
"742","3.4","3.2","","42","3~3.9 星餐廳"
"743","3.566666666666667","3.06","","3","3~3.9 星餐廳"
"744","3.333333333333333","3.08","","28","3~3.9 星餐廳"
"745","3.3666666666666667","3.01","3.08","27","3~3.9 星餐廳"
"746","4.2","3.49","","20","4~5 星餐廳"
"747","3.5","3.02","","1","3~3.9 星餐廳"
"748","3.8","3.14","3.18","50","3~3.9 星餐廳"
"749","3.633333333333333","3.18","3.23","10","3~3.9 星餐廳"
"750","3.5","3.06","","7","3~3.9 星餐廳"
"751","3.433333333333333","3.07","3.08","45","3~3.9 星餐廳"
"752","3.566666666666667","3.08","3.14","34","3~3.9 星餐廳"
"753","3.3666666666666667","3.0","3.06","3","3~3.9 星餐廳"
"754","3.7666666666666666","3.1","","24","3~3.9 星餐廳"
"755","3.633333333333333","3.1","3.01","21","3~3.9 星餐廳"
"756","3.466666666666667","3.06","3.22","37","3~3.9 星餐廳"
"757","4.0","3.42","","27","4~5 星餐廳"
"758","3.566666666666667","3.06","3.07","34","3~3.9 星餐廳"
"759","3.933333333333333","3.51","3.02","13","3~3.9 星餐廳"
"760","3.566666666666667","3.05","","5","3~3.9 星餐廳"
"761","3.6","3.05","","1","3~3.9 星餐廳"
"762","3.6","3.05","3.15","22","3~3.9 星餐廳"
"763","4.266666666666667","3.46","","12","4~5 星餐廳"
"764","3.3666666666666667","3.27","","23","3~3.9 星餐廳"
"765","4.366666666666666","3.08","3.43","44","4~5 星餐廳"
"766","3.466666666666667","3.08","3.07","6","3~3.9 星餐廳"
"767","3.4","3.32","3.07","38","3~3.9 星餐廳"
"768","3.633333333333333","3.0","3.0","9","3~3.9 星餐廳"
"769","3.5","3.06","","11","3~3.9 星餐廳"
"770","3.7666666666666666","3.03","3.03","2","3~3.9 星餐廳"
"771","4.133333333333334","3.09","3.58","380","4~5 星餐廳"
"772","3.6","3.3","","27","3~3.9 星餐廳"
"773","3.333333333333333","3.04","3.01","5","3~3.9 星餐廳"
"774","4.2","3.42","3.06","13","4~5 星餐廳"
"775","4.2","3.6","","43","4~5 星餐廳"
"776","3.6","3.05","3.08","41","3~3.9 星餐廳"
"777","3.2666666666666666","3.07","3.33","82","3~3.9 星餐廳"
"778","3.533333333333333","3.07","3.08","86","3~3.9 星餐廳"
"779","3.633333333333333","3.09","3.06","21","3~3.9 星餐廳"
"780","3.8","3.07","3.3","68","3~3.9 星餐廳"
"781","3.5","3.0","3.04","8","3~3.9 星餐廳"
"782","3.533333333333333","3.0","","6","3~3.9 星餐廳"
"783","3.4","3.18","","39","3~3.9 星餐廳"
"784","3.533333333333333","3.06","3.0","12","3~3.9 星餐廳"
"785","3.3666666666666667","3.09","3.03","56","3~3.9 星餐廳"
"786","3.7","3.03","3.06","19","3~3.9 星餐廳"
"787","4.3","3.59","3.6","1319","4~5 星餐廳"
"788","4.8","4.16","4.11","79","4~5 星餐廳"
"789","4.266666666666667","3.34","3.53","180","4~5 星餐廳"
"790","3.633333333333333","3.1","","14","3~3.9 星餐廳"
"791","3.4","3.05","","4","3~3.9 星餐廳"
"792","4.166666666666667","3.52","","15","4~5 星餐廳"
"793","4.133333333333334","3.43","","29","4~5 星餐廳"
"794","3.333333333333333","3.13","3.09","55","3~3.9 星餐廳"
"795","3.466666666666667","3.08","3.0","21","3~3.9 星餐廳"
"796","3.5","3.09","","13","3~3.9 星餐廳"
"797","3.5","3.06","","3","3~3.9 星餐廳"
"798","4.0","3.53","","67","4~5 星餐廳"
"799","4.066666666666666","3.51","3.52","23","4~5 星餐廳"
"800","3.5","3.17","","9","3~3.9 星餐廳"
"801","4.233333333333333","3.49","","22","4~5 星餐廳"
"802","3.7","3.0","3.04","21","3~3.9 星餐廳"
"803","3.566666666666667","3.05","3.15","25","3~3.9 星餐廳"
"804","3.433333333333333","3.33","","6","3~3.9 星餐廳"
"805","4.233333333333333","3.56","3.51","24","4~5 星餐廳"
"806","3.6","3.08","3.07","48","3~3.9 星餐廳"
"807","3.466666666666667","3.05","","5","3~3.9 星餐廳"
"808","3.433333333333333","3.12","","16","3~3.9 星餐廳"
"809","3.533333333333333","3.07","3.23","31","3~3.9 星餐廳"
"810","4.733333333333333","3.74","3.54","70","4~5 星餐廳"
"811","4.033333333333333","3.51","3.3","26","4~5 星餐廳"
"812","4.166666666666667","3.51","3.59","151","4~5 星餐廳"
"813","3.933333333333333","3.44","","8","3~3.9 星餐廳"
"814","3.466666666666667","3.0","3.12","8","3~3.9 星餐廳"
"815","3.7","3.05","3.15","36","3~3.9 星餐廳"
"816","3.733333333333333","3.09","","13","3~3.9 星餐廳"
"817","3.466666666666667","3.04","","4","3~3.9 星餐廳"
"818","3.966666666666667","3.37","3.4","37","3~3.9 星餐廳"
"819","3.566666666666667","3.05","3.03","6","3~3.9 星餐廳"
"820","4.333333333333333","3.5","","19","4~5 星餐廳"
"821","3.633333333333333","3.09","3.0","11","3~3.9 星餐廳"
"822","3.433333333333333","3.05","3.06","16","3~3.9 星餐廳"
"823","4.166666666666667","3.6","3.52","106","4~5 星餐廳"
"824","3.566666666666667","3.04","","3","3~3.9 星餐廳"
"825","3.466666666666667","3.06","3.05","22","3~3.9 星餐廳"
"826","3.7","3.0","","3","3~3.9 星餐廳"
"827","3.566666666666667","3.03","","5","3~3.9 星餐廳"
"828","4.266666666666667","3.5","3.08","19","4~5 星餐廳"
"829","3.6","3.28","3.19","8","3~3.9 星餐廳"
"830","3.8333333333333335","3.09","3.33","31","3~3.9 星餐廳"
"831","4.3","3.53","3.32","50","4~5 星餐廳"
"832","3.733333333333333","3.05","3.08","11","3~3.9 星餐廳"
"833","4.1","3.52","3.57","74","4~5 星餐廳"
"834","3.533333333333333","3.0","3.08","25","3~3.9 星餐廳"
"835","3.466666666666667","3.02","","29","3~3.9 星餐廳"
"836","3.6666666666666665","3.0","3.0","10","3~3.9 星餐廳"
"837","3.7666666666666666","3.03","3.03","21","3~3.9 星餐廳"
"838","4.666666666666667","3.97","3.85","53","4~5 星餐廳"
"839","4.066666666666666","3.07","3.54","116","4~5 星餐廳"
"840","4.066666666666666","3.05","3.53","31","4~5 星餐廳"
"841","3.3","3.04","","5","3~3.9 星餐廳"
"842","3.566666666666667","3.08","3.45","17","3~3.9 星餐廳"
"843","3.7666666666666666","3.13","3.48","18","3~3.9 星餐廳"
"844","3.4","3.07","3.1","72","3~3.9 星餐廳"
"845","4.1","3.09","3.52","62","4~5 星餐廳"
"846","4.333333333333333","3.04","3.55","25","4~5 星餐廳"
"847","3.5","3.02","","4","3~3.9 星餐廳"
"848","4.1","3.26","3.37","131","4~5 星餐廳"
"849","3.433333333333333","3.04","3.03","18","3~3.9 星餐廳"
"850","3.7","3.3","","6","3~3.9 星餐廳"
"851","3.566666666666667","3.08","3.02","7","3~3.9 星餐廳"
"852","3.7666666666666666","3.16","","9","3~3.9 星餐廳"
"853","3.433333333333333","3.06","3.09","34","3~3.9 星餐廳"
"854","3.3666666666666667","3.06","3.15","21","3~3.9 星餐廳"
"855","4.233333333333333","3.25","3.35","30","4~5 星餐廳"
"856","3.466666666666667","3.06","","20","3~3.9 星餐廳"
"857","4.4","3.52","","8","4~5 星餐廳"
"858","3.566666666666667","3.0","3.0","40","3~3.9 星餐廳"
"859","3.566666666666667","3.15","3.31","24","3~3.9 星餐廳"
"860","3.5","3.04","3.05","11","3~3.9 星餐廳"
"861","3.5","3.08","3.03","5","3~3.9 星餐廳"
"862","3.633333333333333","3.0","","1","3~3.9 星餐廳"
"863","3.3666666666666667","3.06","","7","3~3.9 星餐廳"
"864","3.633333333333333","3.07","3.13","19","3~3.9 星餐廳"
"865","4.066666666666666","3.51","","29","4~5 星餐廳"
"866","3.4","3.06","3.06","8","3~3.9 星餐廳"
"867","4.0","3.11","3.42","34","4~5 星餐廳"
"868","3.733333333333333","3.35","","77","3~3.9 星餐廳"
"869","3.966666666666667","3.58","3.61","58","3~3.9 星餐廳"
"870","3.933333333333333","3.04","3.58","40","3~3.9 星餐廳"
"871","4.266666666666667","3.3","3.38","39","4~5 星餐廳"
"872","3.433333333333333","3.03","","22","3~3.9 星餐廳"
"873","3.4","3.04","3.0","7","3~3.9 星餐廳"
"874","4.133333333333334","3.41","3.42","25","4~5 星餐廳"
"875","3.7","3.06","","3","3~3.9 星餐廳"
"876","3.466666666666667","3.0","","9","3~3.9 星餐廳"
"877","3.466666666666667","3.07","3.19","93","3~3.9 星餐廳"
"878","4.2","3.19","3.51","99","4~5 星餐廳"
"879","3.5","3.06","3.06","8","3~3.9 星餐廳"
"880","3.9","3.05","3.1","26","3~3.9 星餐廳"
"881","3.633333333333333","3.06","","18","3~3.9 星餐廳"
"882","3.633333333333333","3.05","3.06","8","3~3.9 星餐廳"
"883","3.566666666666667","3.02","3.08","20","3~3.9 星餐廳"
"884","3.466666666666667","3.05","3.0","28","3~3.9 星餐廳"
"885","4.133333333333334","3.51","3.47","55","4~5 星餐廳"
"886","3.6","3.07","3.06","14","3~3.9 星餐廳"
"887","3.633333333333333","3.04","","28","3~3.9 星餐廳"
"888","3.566666666666667","3.15","","7","3~3.9 星餐廳"
"889","4.066666666666666","3.41","3.58","203","4~5 星餐廳"
"890","3.5","3.04","","15","3~3.9 星餐廳"
"891","3.6","3.06","3.0","12","3~3.9 星餐廳"
"892","3.533333333333333","3.07","3.08","70","3~3.9 星餐廳"
"893","3.633333333333333","3.36","3.05","11","3~3.9 星餐廳"
"894","4.0","3.32","3.53","52","4~5 星餐廳"
"895","3.7","3.09","3.08","9","3~3.9 星餐廳"
"896","1.6666666666666667","1.61","1.55","12","低於 2 星"
