"Restaurant_ID","TotalRating","DinnerRating","LunchRating","ReviewNum","Rating_Category"
"897","1.7666666666666666","1.88","2.0","5","低於 2 星"
"898","1.7333333333333334","1.1","1.15","25","低於 2 星"
"899","1.7666666666666666","1.85","1.9","8","低於 2 星"
"900","1.8","1.45","1.35","15","低於 2 星"
"901","1.5333333333333334","1.7","","30","低於 2 星"
"902","1.6333333333333333","1.0","1.09","40","低於 2 星"
"903","1.8","1.6","1.72","10","低於 2 星"
"904","1.7333333333333334","1.25","1.25","6","低於 2 星"
"905","1.8333333333333333","1.82","1.78","18","低於 2 星"
"906","1.5","2.0","1.98","5","低於 2 星"
"907","1.6","1.35","1.3","11","低於 2 星"
"908","1.5333333333333334","1.01","1.01","90","低於 2 星"
"909","1.8333333333333333","1.55","","7","低於 2 星"
"910","1.6666666666666667","1.75","1.79","14","低於 2 星"
"911","1.7","1.48","","10","低於 2 星"
"912","1.5","1.95","1.85","16","低於 2 星"
"913","1.9333333333333331","1.3","","4","低於 2 星"
"914","1.7","1.05","1.13","19","低於 2 星"
"915","1.5333333333333334","1.6","","22","低於 2 星"
"916","1.6666666666666667","1.95","2.0","5","低於 2 星"
"917","1.7","1.4","1.45","13","低於 2 星"
"918","1.8","1.55","1.45","6","低於 2 星"
"919","1.7333333333333334","1.75","1.75","9","低於 2 星"
"920","1.7333333333333334","1.18","","17","低於 2 星"
"921","1.7333333333333334","1.38","","20","低於 2 星"
"922","1.6666666666666667","1.8","1.9","45","低於 2 星"
"923","1.9","1.65","","10","低於 2 星"
"924","1.7","1.9","1.95","8","低於 2 星"
"925","1.6666666666666667","1.75","1.8","11","低於 2 星"
"926","1.8","1.05","1.1","30","低於 2 星"
"927","1.6","1.2","","7","低於 2 星"
"928","1.8333333333333333","1.9","1.88","15","低於 2 星"
"929","1.8333333333333333","1.5","1.5","28","低於 2 星"
"930","1.9","1.4","1.5","5","低於 2 星"
"931","1.7666666666666666","1.75","1.8","10","低於 2 星"
"932","1.6333333333333333","1.15","","9","低於 2 星"
"933","1.6666666666666667","1.95","1.85","12","低於 2 星"
"934","1.5333333333333334","1.6","1.65","35","低於 2 星"
"935","1.7333333333333334","1.25","1.3","8","低於 2 星"
"936","1.7666666666666666","1.75","1.65","11","低於 2 星"
"937","1.6333333333333333","1.3","1.4","18","低於 2 星"
"938","1.6333333333333333","1.95","1.95","22","低於 2 星"
"939","1.6333333333333333","1.48","","14","低於 2 星"
"940","1.6","1.0","1.0","50","低於 2 星"
"941","1.8","1.65","1.7","9","低於 2 星"
"942","1.6666666666666667","1.2","1.25","25","低於 2 星"
"943","1.6333333333333333","1.85","","6","低於 2 星"
"944","1.5666666666666669","1.6","1.5","15","低於 2 星"
"945","2.0","1.45","1.35","10","2~2.9 星餐廳"
"946","2.466666666666667","2.55","2.45","30","2~2.9 星餐廳"
"947","2.7666666666666666","2.95","3.0","12","2~2.9 星餐廳"
"948","1.8666666666666667","2.0","2.1","40","低於 2 星"
"949","2.466666666666667","2.75","2.85","15","2~2.9 星餐廳"
"950","1.8","2.3","2.36","20","低於 2 星"
"951","2.5","2.65","","50","2~2.9 星餐廳"
"952","1.7333333333333334","2.15","2.2","60","低於 2 星"
"953","2.6333333333333333","2.5","2.6","25","2~2.9 星餐廳"
"954","1.7666666666666666","2.2","2.2","10","低於 2 星"
"955","2.466666666666667","2.72","2.68","35","2~2.9 星餐廳"
"956","2.7333333333333334","2.95","2.85","15","2~2.9 星餐廳"
"957","1.8333333333333333","2.4","2.5","20","低於 2 星"
"958","1.7333333333333334","2.01","2.01","80","低於 2 星"
"959","2.3666666666666667","2.6","","10","2~2.9 星餐廳"
"960","2.4","2.75","2.79","25","2~2.9 星餐廳"
"961","1.8333333333333333","2.38","","18","低於 2 星"
"962","2.5","2.9","2.8","30","2~2.9 星餐廳"
"963","1.7666666666666666","2.4","","15","低於 2 星"
"964","1.8333333333333333","2.05","2.13","35","低於 2 星"
"965","2.7333333333333334","2.55","","40","2~2.9 星餐廳"
"966","2.466666666666667","2.9","3.0","10","2~2.9 星餐廳"
"967","1.8666666666666667","2.25","2.35","22","低於 2 星"
"968","2.6","2.6","2.5","15","2~2.9 星餐廳"
"969","2.333333333333333","2.7","2.8","18","2~2.9 星餐廳"
"970","1.7333333333333334","2.28","","28","低於 2 星"
"971","1.6666666666666667","2.15","","35","低於 2 星"
"972","2.7","2.65","2.75","55","2~2.9 星餐廳"
"973","2.4","2.5","","20","2~2.9 星餐廳"
"974","2.3","2.85","2.9","16","2~2.9 星餐廳"
"975","2.433333333333333","2.7","2.75","21","2~2.9 星餐廳"
"976","1.7","2.0","2.1","45","低於 2 星"
"977","1.5666666666666669","2.25","","14","低於 2 星"
"978","2.566666666666667","2.9","2.88","25","2~2.9 星餐廳"
"979","2.5","2.5","2.5","38","2~2.9 星餐廳"
"980","1.6666666666666667","2.45","2.51","8","低於 2 星"
"981","2.566666666666667","2.75","2.83","15","2~2.9 星餐廳"
"982","1.6333333333333333","2.18","","14","低於 2 星"
"983","2.566666666666667","2.9","2.95","20","2~2.9 星餐廳"
"984","2.3","2.55","2.65","40","2~2.9 星餐廳"
"985","1.8","2.25","2.35","16","低於 2 星"
"986","2.6666666666666665","2.7","2.6","18","2~2.9 星餐廳"
"987","1.6333333333333333","2.3","2.4","25","低於 2 星"
"988","2.6333333333333333","2.95","2.95","33","2~2.9 星餐廳"
"989","1.7333333333333334","2.4","","20","低於 2 星"
"990","1.6333333333333333","2.0","2.0","70","低於 2 星"
"991","2.5","2.65","2.75","15","2~2.9 星餐廳"
"992","1.7333333333333334","2.2","2.3","35","低於 2 星"
"993","2.566666666666667","2.8","","10","2~2.9 星餐廳"
"994","2.3","2.6","2.5","20","2~2.9 星餐廳"
"995","1.8666666666666667","2.45","2.35","15","低於 2 星"
