ID,Place_ID,Name,Rating,UserRatingsTotal,Type,PriceLevel,Lat,Lng,Address
124,ChIJu0LaFHYIAWARCl38kEkAwFg,Raku Museum,4.3,472,Museum,,35.0255484,135.7534394,"87-1 Aburahashizumecho, Kamigyo Ward, Kyoto, 602-0923, Japan"
125,ChIJQ8KtRhcGAWAR7XnOmoj6n4k,Kyoto Railway Museum,4.5,18702,Museum,,34.9870986,135.7422732,"Kankijicho, Shimogyo Ward, Kyoto, 600-8835, Japan"
126,ChIJLZRyoJIPAWAR0xnG_CrMzn4,Gekkeikan Ōkura Sake Museum,4.2,4464,Museum,,34.929136,135.76161,"247 Minamihamacho, Fushimi Ward, Kyoto, 612-8660, Japan"
127,ChIJnaqbvYEIAWARR68w6QipVSQ,Kyoto Shibori Museum,4.7,256,Museum,,35.0101022,135.7537074,"Japan, 〒604-8261 Kyoto, Nakagyo Ward, Shikiamicho, 135−5"
128,ChIJlw9RTjUJAWARdy4b2T6Zt-M,SAMURAI NINJA MUSEUM Kyoto,4.8,18156,Amusement Park,,35.0072167,135.7635673,"109 Horinouecho, Nakagyo Ward, Kyoto, 604-8117, Japan"
129,ChIJERU18uUIAWARYWoWdRc7hJs,Kyoto Museum of Crafts and Design,4.2,691,Museum,,35.0132124,135.7812074,"Japan, 〒606-8343 Kyoto, Sakyo Ward, Okazaki Seishojicho, 9-1 B1F みやこめっせ"
130,ChIJ_Xa5mC8GAWARnocB6CJ0VdQ,Kyoto Seishu Netsuke Art Museum,4.6,184,Museum,,35.0014124,135.744645,"46-1 Mibukayogoshocho, Nakagyo Ward, Kyoto, 604-8811, Japan"
131,ChIJcan9iI8IAWAR5s3SC2TRd8I,Kaleidoscope Museum of Kyoto,4.2,492,Museum,,35.0096902,135.7616259,"706-3 Dongein Maecho, Nakagyo Ward, Kyoto, 604-8184, Japan"
132,ChIJNeQ1_oQIAWAR9ODgx9kaRy8,Gallery of Kyoto Traditional Arts & Crafts,4.1,130,Museum,,35.009024,135.7594568,"Japan, 〒604-8172 Kyoto, Nakagyo Ward, Banocho, 606"
133,ChIJqbzfzcMIAWAR7dpb2Rm_v3U,Japan Kanji Museum & Library,4.1,1646,Museum,,35.0035909,135.7766353,"551 Gionmachi Minamigawa, Higashiyama Ward, Kyoto, 605-0074, Japan"
134,ChIJH-KJxSIGAWAR4SDSyr56oCQ,Sumiya Cultural Art Museum,4.3,213,Museum,,34.9923011,135.7432211,"32 Nishishinyashiki Ageyacho, Shimogyo Ward, Kyoto, 600-8828, Japan"
135,ChIJRyu3DgKqAWARYF9HOUA_b0w,The Kyoto Arashiyama Orgel Museum,4.2,855,Museum,,35.0186377,135.6761339,"Japan, 〒616-8375 Kyoto, Ukyo Ward, 立石町1−38 嵯峨嵐山天竜寺"
136,ChIJKRpFOpoIAWAR6Hogd9JuLDU,Museum EKI Kyoto,4.2,514,Museum,,34.9857171,135.7579427,"Japan, 〒600-8555 Kyoto, Shimogyo Ward, Higashishiokojicho, ジェイアール京都伊勢丹 7階隣接"
137,ChIJpyJryqAIAWARNobBwZJuB_M,Ryukoku Museum,4.1,811,Museum,,34.9910575,135.7533137,"Japan, 〒600-8399 Kyoto, Shimogyo Ward, Maruyacho, 117 西本願寺前"
138,ChIJcXtUYMEIAWARiH98onQLTz0,Hosomi Museum,4.0,1002,Museum,,35.0138617,135.7796699,"Japan, 〒606-8342 Kyoto, Sakyo Ward, Okazaki Saishojicho, 6-3 細見美術館 3F"
139,ChIJfwxa4v-pAWARQ-R4_cVAgAc,Fukuda Art Museum,4.3,1178,Museum,,35.0138045,135.6764169,"3-16 Sagatenryuji Susukinobabacho, Ukyo Ward, Kyoto, 616-8385, Japan"
140,ChIJVRXuPhwIAWARnygrbMaZeSI,Garden of Fine Arts Kyoto,4.3,860,Park,,35.0506555,135.7654428,"Shimogamo Hangicho, Sakyo Ward, Kyoto, 606-0823, Japan"
141,ChIJ-6DYbW0IAWARqu9BhL66nek,Shokoku-ji Jotenkaku Museum,4.3,631,Museum,,35.0336285,135.7626563,"Japan, 〒602-0898 Kyoto, Kamigyo Ward, Sokokuji Monzencho, 701 相国寺承天閣美術館 相国寺内"
142,ChIJU6k-a4kHAWARaa8RL-Df3TE,"Kyoto Museum for World Peace, Ritsumeikan University",4.2,229,Museum,,35.03365,135.727343,"56-1 Tojiin Kitamachi, Kita Ward, Kyoto, 603-8355, Japan"
143,ChIJQ45_I8oIAWARlpPPlCMOnbs,"Heisei Chishinkan Wing, Kyoto National Museum",4.3,701,Museum,,34.9905979,135.7726703,"527 Chayacho, Higashiyama Ward, Kyoto, 605-0931, Japan"
144,ChIJt1kBRcoIAWAR00msugECEYw,Kyoto National Museum,4.3,7860,Museum,,34.9899887,135.773116,"527 Chayacho, Higashiyama Ward, Kyoto, 605-0931, Japan"
145,ChIJRXPLX6AIAWARz5Oj6_QbvDw,Costume Museum,3.8,184,Museum,,34.9929506,135.7532415,"Japan, 〒600-8468 Kyoto, Shimogyo Ward, Hanayacho, 下る 井筒佐女牛ビル 5階 新"
146,ChIJPQo3pCFSAGARoF7B58EBmi4,Kiyomizu Sannenzaka Museum,4.3,351,Museum,,34.9974107,135.7813122,"3 Chome-337-1 Kiyomizu, Higashiyama Ward, Kyoto, 605-0862, Japan"
147,ChIJ49PvUVQHAWARTAF7WU_Wqqs,Arashiyama,4.5,6802,Tourist Attraction,,35.009449,135.666773,"Ukyo Ward, Kyoto, Japan"
148,ChIJd9pWqK8IAWAR1L-X_-4WKew,Nidec Kyoto Tower,4.2,17065,Store,,34.9875205,135.7592518,"Japan, 〒600-8216 Kyoto, Shimogyo Ward, Higashishiokojicho, 721-1 ニデック京都タワー 展望室 ３階"
149,ChIJjV8_15QIAWARWVbteIqy5T8,Kiyamachi Dori,4.4,226,Tourist Attraction,,35.0057719,135.7705376,"Nakagyo Ward, Kyoto, 604-8016, Japan"
150,ChIJHV-OFHsIAWARVQlhBBl6ix8,Kyoto Gyoen National Garden,4.5,9231,Park,,35.0230617,135.7634452,"3 Kyotogyoen, Kamigyo Ward, Kyoto, 602-0881, Japan"
151,ChIJvUn7bqsAAWARsjQHQ7CTNBs,Arashiyama Monkey Park Iwatayama,4.5,13329,Zoo,,35.011395,135.6766245,"Japan, 〒616-0004 Kyoto, Nishikyo Ward, Arashiyama Nakaoshitacho, ６１−61"
152,ChIJ83xvU_cGAWAReHBFa6lh5Uk,Katsura Imperial Villa,4.5,2363,Park,,34.983991,135.709572,"Katsuramisono, Nishikyo Ward, Kyoto, 615-8014, Japan"
153,ChIJH9Oe6K4IAWARff0fUcPmRDo,Muromachi-koji Square,4.2,30,Tourist Attraction,,34.9858556,135.7587624,"Higashishiokojicho, Shimogyo Ward, Kyoto, 600-8216, Japan"
154,ChIJT8uMzZwIAWARnGzsARCjnrY,Nishiki Market,4.3,48678,Tourist Attraction,,35.0050258,135.764723,"Nakagyo Ward, Kyoto, 604-8055, Japan"
155,ChIJbZ1kX64IAWARukKnIGuFdIc,Kyoto Station Skyway,4.4,621,Tourist Attraction,,34.9861083,135.7592254,"Higashishiokojicho, Shimogyo Ward, Kyoto, 600-8216, Japan"
156,ChIJ7bffouwIAWARl3soDQKzENQ,The Flower Corridor,4.5,30,Tourist Attraction,,35.0089781,135.7721,"Ohashicho, Higashiyama Ward, Kyoto, 605-0009, Japan"
157,ChIJr_gZonkIAWARB1xyACZNUKM,Sannenzaka,4.4,15714,Tourist Attraction,,34.9966644,135.781008,"2 Chome-211 Kiyomizu, Higashiyama Ward, Kyoto, 605-0862, Japan"
158,ChIJ6fUyMZQIAWAR4tOOD7AkWJw,Kyoto Shinkyogoku Shopping Street,4.3,1144,Shopping Mall,,35.0071037,135.7671558,"Japan, 〒604-8035 Kyoto, Nakagyo Ward, Sakuranocho, 438-1 2F"
159,ChIJgwcRU9MJAWARnr7ca_WKerE,Kotochika Square,4.6,5,Tourist Attraction,,34.9864751,135.7600027,"Japan, 〒600-8216 Kyoto, Shimogyo Ward, Higashishiokojicho, コトチカ広場"
160,ChIJvRxSVcUIAWARbX2-2LxXsc0,Ichinenzaka Hill,4.3,89,Tourist Attraction,,34.999034,135.7805199,"Masuyacho, Higashiyama Ward, Kyoto, 605-0826, Japan"
161,ChIJR0qHSywJAWARQUCLVaNWt6k,Asahi-zaka,4.1,7,Tourist Attraction,,34.9955852,135.7819446,"1 Chome-262-3 Kiyomizu, Higashiyama Ward, Kyoto, 605-0862, Japan"
162,ChIJm9PhbsMIAWARWCrI-B1uMak,"God water (Rikisui) ""The Seven Wonders of Yasaka Shrine""",4.5,54,Tourist Attraction,,35.0034444,135.7790083,"Gionmachi Kitagawa, Higashiyama Ward, Kyoto, 605-0073, Japan"
163,ChIJG40a264IAWARseTR0ErSLEc,Kyoto Station Daikaidan (Great Staircase),4.5,421,Tourist Attraction,,34.9857975,135.757549,"901 Higashishiokojicho, Shimogyo Ward, Kyoto, 600-8216, Japan"
164,ChIJlwyrGNAIAWARNb5hUHdZruY,Ninenzaka,4.5,10245,Tourist Attraction,,34.9981744,135.7808578,"Japan, 〒605-0826 Kyoto, Higashiyama Ward, Masuyacho, 清水2丁目363-12"
165,ChIJQ20C5ysHAWARolBNIkb28t8,Kyoto Central Wholesale Market Observation Area,4.0,48,Tourist Attraction,,34.9903695,135.7417795,"80 Sujakubunkicho, Shimogyo Ward, Kyoto, 600-8847, Japan"
166,ChIJKbZrJR0IAWARuxY1Dm9osBw,Taiko Sanso,3.8,18,Tourist Attraction,,35.0576628,135.7327381,"10-37 Omiya Shakadani, Kita Ward, Kyoto, 603-8478, Japan"
167,ChIJh8ezaNwJAWARmKlGTSmqPJc,Shirakawa Canal,4.7,764,Tourist Attraction,,35.0054778,135.7736473,"Japan, 〒605-0087 Kyoto, Higashiyama Ward, Motoyoshicho, 白川筋"
168,ChIJKzqZc-sHAWARaw1JSuh5uyY,Taishogun Shopping Street - Ichijo Yokai Street,3.3,248,Tourist Attraction,,35.0261546,135.7339724,"Japan, 〒602-8374 Kyoto, Kamigyo Ward, 一条通"
169,ChIJW1wkV64IAWARfS43gLoOT3s,Musical Fountain Aqua Fantasy,4.1,202,Tourist Attraction,,34.986709,135.7593766,"902 Higashishiokojicho, Shimogyo Ward, Kyoto, 600-8216, Japan"
170,ChIJuet15hsGAWAR3eMqQHZZxrU,Shiden Plaza,4.2,202,Tourist Attraction,,34.9873976,135.7464682,"Kankijicho, Shimogyo Ward, Kyoto, 600-8835, Japan"
171,ChIJY-ta5GEHAWARaCZlaxG64AQ,Sakigake Sakura,4.5,17,Tourist Attraction,,35.0325435,135.7327075,"Hirano Miyamotocho, Kita Ward, Kyoto, 603-8322, Japan"
172,ChIJF42zshgJAWARVK2wk6AFlxw,Eikan-dō,4.6,9259,Place Of Worship,,35.0148543,135.7941588,"48 Eikandocho, Sakyo Ward, Kyoto, 606-8445, Japan"
173,ChIJI4oAzUAJAWAR07Zp3uOVVM4,Otokozaka (Slope for Gentleman),4.5,26,Tourist Attraction,,35.00470809999999,135.7822626,"400 Rinkacho, Higashiyama Ward, Kyoto, 605-0062, Japan"
174,ChIJCQK3LesIAWAR3CST8e-1YRA,Pontocho Park,4.3,918,Park,,35.0064277,135.7712162,"先斗町通, １４５, Umenokicho, Nakagyo Ward, Kyoto, 604-8012, Japan"
175,ChIJa7hQlcAJAWARNIbcxU_bhRE,Ishibe kōji road,4.6,138,Tourist Attraction,,35.00009319999999,135.7794833,"463-34 Shimokawaracho, Higashiyama Ward, Kyoto, 605-0825, Japan"
176,ChIJe5SzmOWpAWARPta6DTxqx2c,Kannon Island,4.1,112,Tourist Attraction,,35.0268846,135.6885718,"28 Sagatsuridonocho, Ukyo Ward, Kyoto, 616-8301, Japan"
177,ChIJWwJ0_isGAWARhUGCzK2kXyc,Kyoto Samurai Experience / Waraku,4.9,342,Tourist Attraction,,35.0061252,135.7475798,"111 Inabacho, Nakagyo Ward, Kyoto, 604-8803, Japan"
178,ChIJRyB82waqAWARO_Bs89PDp2c,Rankyo Gorge,4.8,140,Tourist Attraction,,35.0135642,135.6707403,"Sagakamenoocho, Ukyo Ward, Kyoto, 616-8386, Japan"
179,ChIJGcgKQK4IAWAR5U19eGb4dPw,Model of Rajomon Gate,4.3,23,Tourist Attraction,,34.98655979999999,135.760412,"Higashishiokojicho, Shimogyo Ward, Kyoto, 600-8216, Japan"
180,ChIJTa9St4sJAWARAjYXx33KDbk,Miyako no Taki,4.1,21,Tourist Attraction,,34.98462680000001,135.7560058,"Nishikujo Inmachi, Minami Ward, Kyoto, 601-8412, Japan"
181,ChIJ_XXS5rcJAWAREfuogskI2c8,石塀小路 Nene no Michi,4.3,81,Tourist Attraction,,35.0011041,135.7799518,"Japan, Kyoto, Higashiyama Ward, ねねの道"
182,ChIJa_GfKgAJAWARdBs1o7x70k0,Hanamikoji Street,4.5,182,Tourist Attraction,,35.0014922,135.7746403,"Gionmachi Minamigawa, Higashiyama Ward, Kyoto, 605-0074, Japan"
183,ChIJ4T30pbsJAWAR8wY-F0CfQTs,Kawaramachi-dori Street,4.6,51,Tourist Attraction,,35.0047867,135.769273,"Nakagyo Ward, Kyoto, 604-8026, Japan"
184,ChIJy595gNAIAWARAQmAag8k6zw,Kyoto Ryōzen Gokoku-jinja Shrine,4.2,786,Place Of Worship,,34.9999349,135.7829385,"Japan, 〒605-0825 Kyoto, Higashiyama Ward, Seikanji Ryozancho, １"
185,ChIJ0YDNkboIAWARNjCEax81LBo,Shōseien Garden,4.2,2731,Park,,34.9913391,135.7631395,"Japan, 〒600-8190 Kyoto, Shimogyo Ward, 下珠数屋町通間之町東入東玉水町"
186,ChIJH5DGocEIAWARglgRbJ_T0u4,Nishi-Hanamikoji Street,4.7,52,Tourist Attraction,,35.0031262,135.7745532,"570-123 Gionmachi Minamigawa, Higashiyama Ward, Kyoto, 605-0074, Japan"
