Restaurant_ID,Name,JapaneseName,Station,FirstCategory,SecondCategory,TotalRating,Lat,Long,DinnerPrice,LunchPrice,Price_Category
138,Gionemon  ,祇園えもん,Higashiyama,Sushi,Kappo (Traditional Japanese),4.233333333333333,35.0070682048416,135.777988807732,￥6000～￥7999,￥1000～￥1999,中價位
139,Momojirou  ,ももじろう JR山科駅前店,Keihan Yamashina,Izakaya (Tavern),Seafood,3.4,34.9918852426794,135.817584829449,￥3000～￥3999,,中價位
139,Momojirou  ,ももじろう JR山科駅前店,Keihan Yamashina,Izakaya (Tavern),Seafood,3.4,34.9918852426794,135.817584829449,￥3000～￥3999,,中價位
139,Momojirou  ,ももじろう JR山科駅前店,Keihan Yamashina,Izakaya (Tavern),Seafood,3.4,34.9918852426794,135.817584829449,￥2000～￥2999,,中價位
140,Kizakurajirokutei  ,黄桜 治六亭,Sanjo,Izakaya (Tavern),Kyoto Cuisine,3.466666666666667,35.0083040555842,135.770650471388,￥3000～￥3999,,中價位
141,torisemmontenyamadori  ,鶏専門店山鶏,Kyoto,Yakitori (Grilled chicken),Sukiyaki,3.6666666666666665,34.9893744850266,135.758834824231,￥3000～￥3999,,中價位
142,satsumachirandorikuroyakibeppinya  ,さつま知覧どり 黒焼き べっぴんや,Karasuma,Izakaya (Tavern),Fowl,4.033333333333333,35.0024498377811,135.763680208698,￥3000～￥3999,,中價位
143,zensekikoshitsuizakayasakurazaka  ,全席個室居酒屋 桜坂 河原町店,Sanjo,Izakaya (Tavern),Seafood,3.6,35.0076434580508,135.770025878736,￥2000～￥2999,,中價位
144,Chiritorinabeiyama  ,ちりとり鍋 伊山,Kitano Hakubaicho,Chiritori nabe (tripe),Korean cuisine,4.1,35.0266908875947,135.733680472959,￥4000～￥4999,,中價位
145,Mayonakashokudouchoujuugigarokkaku  ,真夜中食堂 鳥獣戯画 六角,Karasuma Oike,Izakaya (Tavern),Fowl,3.3,35.0077163534109,135.755477314134,￥2000～￥2999,,中價位
146,Bankettonishiki  ,ばんけっと Nishiki.,Karasuma,Japanese food (other),Izakaya (Tavern),3.8,35.0051393378696,135.760538380364,￥4000～￥4999,,中價位
147,Roppakuyakado  ,Roppakuya KADO,Karasuma,Izakaya (Tavern),Wine bar,3.533333333333333,35.0044689590267,135.757541181135,￥3000～￥3999,,中價位
148,Parinijuuikku  ,パリ21区,Kawaramachi,Steak,Beer,3.466666666666667,35.0051732085629,135.766597896551,￥2000～￥2999,￥1000～￥1999,平價
149,ajidokorosamon  ,味どころ 佐門,Sai,Izakaya (Tavern),Okinawan Cuisine,3.566666666666667,35.0039066692894,135.734330079148,￥3000～￥3999, ～￥999,中價位
150,Ajidokoroterasaki  ,味処てらさき,Kyoto,Kaiseki (Traditional Japanese),Seafood,4.3,34.9884436069205,135.750571386701,￥8000～￥9999,,高價位
151,STRADA  ,リストランテ ストラーダ,Kyoto Shiyakusho Mae,Italian,,3.433333333333333,35.0111700267108,135.764283368223,￥6000～￥7999,￥2000～￥2999,中價位
152,Nonkitei  ,呑寄亭,Gion Shijo,Kappo (Traditional Japanese),Creative cuisine,4.1,35.005610543325,135.775718785592,￥8000～￥9999,,高價位
153,kyouryourikaji  ,京料理 かじ,Marutamachi,Kyoto Cuisine,Kaiseki (Traditional Japanese),3.9,35.0172339290037,135.754474736969,￥8000～￥9999,￥5000～￥5999,高價位
154,nikugaumaikafenikkusutokku  ,肉が旨いカフェ NICK STOCK 京都リサーチパーク店,Tambaguchi,Cafe,Steak,3.633333333333333,34.9955417719794,135.736694990099,￥2000～￥2999,￥1000～￥1999,平價
154,nikugaumaikafenikkusutokku  ,肉が旨いカフェ NICK STOCK 京都リサーチパーク店,Tambaguchi,Cafe,Steak,3.633333333333333,34.9955417719794,135.736694990099,￥1000～￥1999,￥1000～￥1999,平價
155,momojirouichiba  ,ももじろう市場 京福北野白梅町駅前店,Kitano Hakubaicho,Izakaya (Tavern),Seafood,3.6666666666666665,35.0271719225443,135.732265846074,￥3000～￥3999,,中價位
156,Waraiya  ,笑い屋,Kawaramachi,Izakaya (Tavern),Yakitori (Grilled chicken),3.4,35.0028114876945,135.764935643338,￥4000～￥4999,,中價位
157,Ryouma  ,龍馬 三条烏丸,Karasuma Oike,Izakaya (Tavern),Seafood,3.566666666666667,35.0085699666364,135.760825441782,￥3000～￥3999,,中價位
158,Nihonryouriukihashi  ,浮橋,Kyoto,Kaiseki (Traditional Japanese),Kyoto Cuisine,4.266666666666667,34.9860781841528,135.759591579816,￥8000～￥9999,￥3000～￥3999,高價位
159,Sushiyoshino  ,寿司吉乃 先斗町,Sanjo,Sushi,Kappo (Traditional Japanese),3.566666666666667,35.0081457443705,135.770947398464,￥6000～￥7999,￥2000～￥2999,中價位
160,Tsuneo  ,ツネオ,Gion Shijo,Kappo (Traditional Japanese),Wine bar,4.066666666666666,35.000280609852,135.778695172693,￥10000～￥14999,,頂級
161,KYOTO GATTEN  ,酒と肉天ぷら 勝天,Gion Shijo,Tempura,Sushi,3.466666666666667,35.0040634027413,135.770918699917,￥3000～￥3999,￥1000～￥1999,中價位
162,Figerasu  ,フィゲラス,Gion Shijo,Spain,Bar,3.4,35.0047133675842,135.772886006607,￥5000～￥5999,,高價位
162,Figerasu  ,フィゲラス,Gion Shijo,Spain,Bar,3.4,35.0047133675842,135.772886006607,￥3000～￥3999,,中價位
163,LOTUS  ,スモーク＆グリル ロータス,Shijo,Italian,Izakaya (Tavern),4.2,35.0042639780311,135.757373982236,￥4000～￥4999,,中價位
164,Saredokafe  ,saredoかふぇ,Kyoto,Cafe,Crepes,3.433333333333333,34.9890664307592,135.757022211173,￥1000～￥1999,￥1000～￥1999,平價
165,Kushinobou  ,串の坊 京都駅店,Kyoto,Kushi-age (Fried Skewer),,3.633333333333333,34.98607954286,135.757872000343,￥4000～￥4999,￥1000～￥1999,中價位
166,Kaisendokoroichi  ,海鮮処　一,Karasuma,Izakaya (Tavern),Seafood,3.566666666666667,35.0072254458004,135.764121618828,￥4000～￥4999,,中價位
167,Kyuushuunecchuuya  ,九州 熱中屋 四条大宮 LIVE,Omiya,Izakaya (Tavern),Dumplings,3.6,35.0047043374916,135.74884411481,￥3000～￥3999,,中價位
167,Kyuushuunecchuuya  ,九州 熱中屋 四条大宮 LIVE,Omiya,Izakaya (Tavern),Dumplings,3.6,35.0047043374916,135.74884411481,￥3000～￥3999,,中價位
167,Kyuushuunecchuuya  ,九州 熱中屋 四条大宮 LIVE,Omiya,Izakaya (Tavern),Dumplings,3.6,35.0047043374916,135.74884411481,￥3000～￥3999,,中價位
168,Nosutarujia  ,ノスタルジア,Kyoto Shiyakusho Mae,Dining bar,Italian,3.5,35.0100432814247,135.768785546195,￥3000～￥3999,,中價位
169,sakesakanatanagokoro  ,酒・肴 タナゴコロ,Gojo,Izakaya (Tavern),Japanese food (other),3.7,34.9977994824742,135.762570792723,￥4000～￥4999,,中價位
170,mo-shondaina-  ,MOTION DINER KYOTO,Kyoto Shiyakusho Mae,Cafe,Burger,3.633333333333333,35.0079904252289,135.767628236827,￥2000～￥2999,￥1000～￥1999,平價
171,Sumibikushiyakitsujiya  ,つじや 四条御幸町店,Kawaramachi,Yakitori (Grilled chicken),Izakaya (Tavern),3.6666666666666665,35.0029592732293,135.766284691163,￥3000～￥3999,,中價位
171,Sumibikushiyakitsujiya  ,つじや 四条御幸町店,Kawaramachi,Yakitori (Grilled chicken),Izakaya (Tavern),3.6666666666666665,35.0029592732293,135.766284691163,￥3000～￥3999, ～￥999,中價位
171,Sumibikushiyakitsujiya  ,つじや 四条御幸町店,Kawaramachi,Yakitori (Grilled chicken),Izakaya (Tavern),3.6666666666666665,35.0029592732293,135.766284691163,￥3000～￥3999,,中價位
172,Tenshinchashitsu  ,點心茶室 京都店,Kyoto,Shanghai Cuisine,Cantonese Cuisine,4.133333333333334,34.9858540036173,135.757424825642,￥3000～￥3999,￥1000～￥1999,中價位
173,Haiborubakyoutokarasumaichikyuuniisan  ,ハイボールバー京都烏丸1923,Karasuma,Bar,Bar,3.2,35.0046028542619,135.758724410036,￥2000～￥2999,￥2000～￥2999,中價位
174,Oumigyuuyakinikumeitokuya  ,近江牛焼肉 銘特屋,Jujo,Yakiniku (BBQ Beef),,3.433333333333333,34.9695735185194,135.757181706528,￥4000～￥4999,,中價位
175,Mukadeya  ,百足屋 本店,Karasuma,Kyoto Cuisine,Japanese food (other),3.566666666666667,35.005659231154,135.756468653259,￥6000～￥7999,￥3000～￥3999,高價位
176,Hanagokoro  ,花ごころ,Hanazono,Kyoto Cuisine,Shojin Cuisine (Buddhist Cuisine),3.733333333333333,35.0211042512664,135.721942974391,￥3000～￥3999,￥1000～￥1999,中價位
177,Rakuza  ,楽坐 京都本店,Kyoto,Izakaya (Tavern),Seafood,3.4,34.988146543692,135.75785468439,￥4000～￥4999,,中價位
178,Monakadou  ,もなか堂,Kawaramachi,Izakaya (Tavern),Creative cuisine,3.6666666666666665,35.0046222883179,135.769911094623,￥3000～￥3999,,中價位
179,kyoutoayanokoujimangetsunohana  ,京都綾小路 満月の花,Karasuma,Sweets,Japanese food (other),3.466666666666667,35.0025617701124,135.763672148658,￥2000～￥2999, ～￥999,平價
180,shunsaibaruiberiko  ,旬彩バル イベリコ,Sanjo,Dining bar,Creative cuisine,3.5,35.0075957803491,135.769639476852,￥3000～￥3999,,中價位
181,Ikiikiudon  ,いきいきうどん 京都店,Karasuma Oike,Udon,Japanese food (other),3.6666666666666665,35.0112104746148,135.758368024296, ～￥999, ～￥999,平價
182,zasera-kyouto  ,The Cellar KYOTO,Kyoto Shiyakusho Mae,Dining bar,Kappo (Traditional Japanese),3.633333333333333,35.0093689200271,135.769410525339,￥6000～￥7999,,高價位
183,Daikokuebisu  ,大黒戎,Saiin,Yakiniku (BBQ Beef),Korean cuisine,3.4,35.0033844419695,135.73084039301,￥4000～￥4999,,中價位
184,kaitoshirowainnobarukakimaru  ,貝と白ワインのバル KAKIMARU 七条店,Kyoto,Bar,Italian,3.333333333333333,34.9893858083232,135.755149018704,￥3000～￥3999,,中價位
184,kaitoshirowainnobarukakimaru  ,貝と白ワインのバル KAKIMARU 七条店,Kyoto,Bar,Italian,3.333333333333333,34.9893858083232,135.755149018704,￥3000～￥3999,,中價位
185,chisouyouga  ,馳走 陽雅,Gojo,Kaiseki (Traditional Japanese),Kyoto Cuisine,4.333333333333333,34.9940370483543,135.759205967623,￥10000～￥14999,￥6000～￥7999,高價位
186,Kushiyamonogatari  ,串家物語 京都ヨドバシ店,Kyoto,Kushi-age (Fried Skewer),Izakaya (Tavern),3.5,34.9881307373069,135.759300676139,￥2000～￥2999,￥1000～￥1999,平價
187,nihonshubarujinsuke  ,日本酒バル JINSUKE,Karasuma,Izakaya (Tavern),Seafood,3.633333333333333,35.0026117668848,135.763793525165,￥3000～￥3999,,中價位
188,Hanatanuki  ,花たぬき 御池店,Nishioji Oike,Izakaya (Tavern),Okonomiyaki,3.5,35.011192518789,135.732162145963,￥3000～￥3999,,中價位
189,izakayaba-shiba  ,居酒屋BAR SIBA,Gion Shijo,Izakaya (Tavern),Japanese food (other),3.633333333333333,35.0048497374475,135.772631854769,￥3000～￥3999,,中價位
190,Satsumagokamon  ,薩摩ごかもん 京都四条烏丸本店,Karasuma,Izakaya (Tavern),Sukiyaki,3.4,35.0040723797291,135.760114596783,￥3000～￥3999, ～￥999,中價位
191,Kyoutoyamanashiyakitorikanazawa  ,京都山科 焼鳥 かなざわ,Keihan Yamashina,Izakaya (Tavern),Yakitori (Grilled chicken),3.533333333333333,34.9913314236335,135.818192026742,￥3000～￥3999,,中價位
192,Himiko  ,卑弥呼 舞鶴,Higashi Maizuru,Izakaya (Tavern),Seafood,3.633333333333333,35.4756594489946,135.394954321689,￥4000～￥4999,￥1000～￥1999,中價位
193,koshitsuichiammasamunebettei  ,個室 一庵正宗 別邸 京都木屋町店 ,Gion Shijo,Izakaya (Tavern),Dining bar,3.466666666666667,35.0048052648707,135.770748957635,￥2000～￥2999,￥2000～￥2999,中價位
194,CHULETA  ,チュレタ,Gion Shijo,Spain,Bar,4.133333333333334,35.004132038915,135.772773820467,￥5000～￥5999,￥1000～￥1999,中價位
195,GRILL&PUB The NICK STOCK  ,GRILL&PUB The NICK STOCK 三条河原町店,Sanjo,Steak,Bar,3.633333333333333,35.008732885782,135.769916345949,￥2000～￥2999,￥1000～￥1999,平價
196,Choushuuryourikyoumon  ,町衆料理 京もん,Sanjo,Kyoto Cuisine,Kaiseki (Traditional Japanese),3.6666666666666665,35.0092956151734,135.770592097252,￥5000～￥5999,￥2000～￥2999,中價位
197,Brochette  ,ブロシェット,Karasuma Oike,Western (Others),French,4.0,35.0103900554259,135.761151164263,￥3000～￥3999,￥1000～￥1999,中價位
198,Ilifune  ,ilifune,Jingu Marutamachi,Dining bar,Italian,3.3,35.0167886687495,135.768654135428,￥3000～￥3999,,中價位
199,Satsuki  ,さつき,Kyoto Shiyakusho Mae,Kyoto Cuisine,Kaiseki (Traditional Japanese),4.3,35.0118947848042,135.770775017945,￥10000～￥14999,,頂級
200,Kaitoshirowainnobarukakimaru  ,貝と白ワインのバル KAKIMARU 西院店,Saiin,Bar,Izakaya (Tavern),3.4,35.0023837266776,135.731470386764,￥3000～￥3999,,中價位
201,Sandaimetorimero  ,三代目 鳥メロ 四条烏丸店,Shijo,Izakaya (Tavern),Yakitori (Grilled chicken),3.633333333333333,35.0039504023623,135.757482876519,￥2000～￥2999,,中價位
201,Sandaimetorimero  ,三代目 鳥メロ 四条烏丸店,Shijo,Izakaya (Tavern),Yakitori (Grilled chicken),3.633333333333333,35.0039504023623,135.757482876519,￥2000～￥2999,,中價位
202,Furenchibado  ,フレンチバード,Kyoto Shiyakusho Mae,French,Bistro,3.5,35.0136922748397,135.765308722494,￥4000～￥4999,￥1000～￥1999,中價位
203,BISTRO BAR A VIN  C  ,ビストロ セー,Shijo,Bistro,Seafood,4.3,35.0013962432629,135.758178491902,￥2000～￥2999,￥3000～￥3999,中價位
204,Figerasu  ,フィゲラス 烏丸店,Karasuma,Spain,Bar,3.5,35.0062093790221,135.760437804883,￥5000～￥5999,,高價位
204,Figerasu  ,フィゲラス 烏丸店,Karasuma,Spain,Bar,3.5,35.0062093790221,135.760437804883,￥3000～￥3999,,中價位
205,Sorekaraayanokouji  ,それから 綾小路,Shijo,Izakaya (Tavern),Japanese food (other),3.533333333333333,35.0024459092234,135.761385121707,￥4000～￥4999,,中價位
206,nikugaumaikafenikkusutokku  ,肉が旨いカフェ NICK STOCK イオンモールKYOTO店,Toji,Cafe,Steak,3.5,34.9831039778838,135.755014596872,￥2000～￥2999,￥1000～￥1999,平價
206,nikugaumaikafenikkusutokku  ,肉が旨いカフェ NICK STOCK イオンモールKYOTO店,Toji,Cafe,Steak,3.5,34.9831039778838,135.755014596872,￥1000～￥1999,￥1000～￥1999,平價
207,Teppankushiyakisakura  ,鉄板串焼き 咲蔵,Chushojima,Izakaya (Tavern),Teppanyaki,3.2333333333333334,34.9304169208423,135.759897728248,￥3000～￥3999, ～￥999,中價位
208,TORIBUN  ,炭焼家 酉文,Kawaramachi,Izakaya (Tavern),Yakitori (Grilled chicken),3.633333333333333,35.0040039412769,135.769580202706,￥3000～￥3999,￥1000～￥1999,中價位
209,Supuringubareburuwarikyouto  ,スプリングバレーブルワリー 京都,Kawaramachi,Dining bar,Cafe,4.1,35.0054145412285,135.764856918916,￥3000～￥3999,￥1000～￥1999,中價位
210,Bistro SUMIRE Chinese   ,Bistro SUMIRE Chinese ,Gion Shijo,Chinese,Dim sum,3.466666666666667,35.0018691814228,135.77025635595,￥8000～￥9999,,高價位
211,Bisutoroemuiaru  ,ビストロMER,Gion Shijo,Bistro,Italian,4.166666666666667,35.0058615735432,135.772624864318,￥4000～￥4999,,中價位
212,Daitouryou  ,大當両,Gion Shijo,Kyoto Cuisine,Kaiseki (Traditional Japanese),3.5,35.0046850072479,135.771166428501,￥6000～￥7999,￥4000～￥4999,高價位
213,Nagomijun  ,和 旬゛,Shijo,Kyoto Cuisine,Kaiseki (Traditional Japanese),3.4,35.0048941434939,135.754802777872,￥6000～￥7999,￥3000～￥3999,高價位
214,Hiroya  ,ひろや,Kurama,Kaiseki (Traditional Japanese),Kyoto Cuisine,4.3,35.1224245875838,135.763415575783,￥15000～￥19999,￥15000～￥19999,頂級
215,Kenedhikurabu  ,ケネディクラブ,Sanjo,Bar,Italian,3.5,35.0101227508598,135.770702883301,￥3000～￥3999,,中價位
216,zensekikoshitsuizakayataketorinoneiro  ,全席個室居酒屋 竹取の音色 京都駅前店,Kyoto,Izakaya (Tavern),Seafood,3.4,34.9873619562937,135.760768922931,￥3000～￥3999,,中價位
217,Miho  ,味峯 四条壬生店,Shijo Omiya,Izakaya (Tavern),Okinawan Cuisine,3.8,35.0034141056446,135.743572945316,￥3000～￥3999,,中價位
217,Miho  ,味峯 四条壬生店,Shijo Omiya,Izakaya (Tavern),Okinawan Cuisine,3.8,35.0034141056446,135.743572945316,￥3000～￥3999,,中價位
218,Chabana  ,ちゃばな  七条新町店,Kyoto,Okonomiyaki,Izakaya (Tavern),3.4,34.9893539073314,135.757441329796,￥2000～￥2999,,中價位
219,Akayashiro  ,あかやしろ,Tambaguchi,Horumon (BBQ Offel),Yakiniku (BBQ Beef),4.066666666666666,34.9936908501078,135.736194839079,￥4000～￥4999,,中價位
220,Sousakukoshitsuizakayasugiurakyoutoekimaeshichijouten  ,創作個室居酒屋すぎうら 京都駅前七条店,Shichijo,Izakaya (Tavern),Seafood,3.466666666666667,34.989451476559,135.762002057647,￥4000～￥4999,,中價位
221,Sakanayariichi  ,酒肴菜や 利一,Keihan Yamashina,Izakaya (Tavern),Seafood,3.7,34.9910711240413,135.815349219266,￥4000～￥4999,,中價位
222,yasaidainingukusushi  ,野菜ダイニング 薬師,Sanjo,Vegetable dishes,Izakaya (other),3.466666666666667,35.0084462392183,135.769311964896,￥3000～￥3999,,中價位
223,nikuyanodaidokoro  ,肉屋の台所 京都木屋町ミート,Sanjo,Yakiniku (BBQ Beef),Horumon (BBQ Offel),3.733333333333333,35.0082829459208,135.770604087326,￥3000～￥3999,￥1000～￥1999,中價位
224,Miyagawachousaka  ,宮川町 さか,Gion Shijo,Italian,French,3.2666666666666666,34.9991239314915,135.770942814225,￥20000～￥29999,￥10000～￥14999,頂級
225,Kashiwa  ,かしわ 祇園豆六小路,Gion Shijo,Yakitori (Grilled chicken),Fowl,3.633333333333333,35.0052630628078,135.774706385671,￥3000～￥3999,,中價位
226,Iorisantouka  ,庵 山頭火,Emmachi,Izakaya (Tavern),Kyoto Cuisine,3.566666666666667,35.0173968112083,135.7296451249,￥3000～￥3999,,中價位
227,Kyuushuunecchuuya  ,九州 熱中屋 桂 LIVE,Katsura,Izakaya (Tavern),Dumplings,3.6,34.9796412396191,135.704267304194,￥3000～￥3999,,中價位
227,Kyuushuunecchuuya  ,九州 熱中屋 桂 LIVE,Katsura,Izakaya (Tavern),Dumplings,3.6,34.9796412396191,135.704267304194,￥3000～￥3999,,中價位
227,Kyuushuunecchuuya  ,九州 熱中屋 桂 LIVE,Katsura,Izakaya (Tavern),Dumplings,3.6,34.9796412396191,135.704267304194,￥3000～￥3999,,中價位
228,kyoutokushidokoroazumaya  ,京都串処東屋,Sanjo,Yakitori (Grilled chicken),Izakaya (Tavern),3.733333333333333,35.0072069503946,135.770632467843,￥1000～￥1999,,平價
229,Chizutakkarubitonichinandorisachi  ,チーズタッカルビと日南どり 幸,Saiin,Izakaya (Tavern),Bar,3.7666666666666666,35.0030103264823,135.731479523822,￥3000～￥3999,,中價位
230,Shunsaifujii  ,旬菜 ふじ井,Kitaoji,Kappo (Traditional Japanese),Kaiseki (Traditional Japanese),3.566666666666667,35.0433171469793,135.761285414868,￥8000～￥9999,￥5000～￥5999,高價位
231,Hitotose  ,ひととせ,Kyoto,Japanese food (other),Izakaya (Tavern),3.466666666666667,34.9894061814444,135.760732165197,￥3000～￥3999,,中價位
232,Bairan  ,梅蘭 イオンモール京都桂川店,Katsuragawa,Chinese,Dim sum,3.533333333333333,34.9638660290022,135.706929476087,￥1000～￥1999, ～￥999,平價
233,Setsugekka  ,雪月花,Kyoto Shiyakusho Mae,Bar,Lounge,3.3,35.0088372302662,135.764832596683,￥2000～￥2999,,中價位
234,yakinikutobi-ruichibakouji  ,焼肉とビール 市場小路 四条烏丸店,Karasuma,Yakiniku (BBQ Beef),Horumon (BBQ Offel),3.6,35.0041026546082,135.760134038219,￥4000～￥4999,￥1000～￥1999,中價位
235,Sandaimetorimero  ,三代目 鳥メロ 四条大宮店,Shijo Omiya,Izakaya (Tavern),Yakitori (Grilled chicken),3.6,35.0039008051422,135.748432797077,￥2000～￥2999,,中價位
235,Sandaimetorimero  ,三代目 鳥メロ 四条大宮店,Shijo Omiya,Izakaya (Tavern),Yakitori (Grilled chicken),3.6,35.0039008051422,135.748432797077,￥2000～￥2999,,中價位
236,zensekikoshitsuizakayatsukinokakehashi  ,全席個室居酒屋 月のかけはし 京都駅前店,Kyoto,Izakaya (Tavern),Regional Cuisine (Other),3.466666666666667,34.9874163946048,135.760751144123,￥3000～￥3999,,中價位
237,tounyuutonshabutoratarou  ,豆乳とんしゃぶ 寅太郎,Shijo,Kaiseki (Traditional Japanese),Shabu Shabu (Japanese Steamboat),3.733333333333333,35.0014854399394,135.760442744194,￥5000～￥5999,￥3000～￥3999,中價位
238,Dainingunagomi  ,Dining Nagomi 山科店,Keihan Yamashina,Izakaya (Tavern),Japanese food (other),3.4,34.9896417987219,135.813416667795,￥2000～￥2999,,中價位
239,Mossannobetayaki  ,モッさんのべた焼,Sai,Okonomiyaki,Horumon (BBQ Offel),4.266666666666667,35.0030579623755,135.73955107351,￥2000～￥2999, ～￥999,平價
240,gionnotonjiruyasanadachiya  ,ぎおんの豚汁屋さん あだち家,Gion Shijo,Regional Cuisine (Other),Nihonshu (Japanese sake),3.6,35.0046578468005,135.774536705406,￥3000～￥3999,,中價位
241,Gottie'sBEEF  ,ゴッチーズビーフ 四条木屋町,Gion Shijo,Steak,Yakiniku (BBQ Beef),3.8,35.0042139376688,135.770659547842,￥4000～￥4999,￥1000～￥1999,中價位
242,pasutakorekushonandoba-dougetsuneo  ,Pasta Collection &  Bar 道月neo,Shijo,Izakaya (Tavern),Pasta,4.233333333333333,35.0023747986738,135.760981825142,￥4000～￥4999,￥1000～￥1999,中價位
243,Shougetsu  ,将月 河原町店,Kawaramachi,Okonomiyaki,Teppanyaki,3.5,35.0067669680697,135.768950127822,￥2000～￥2999, ～￥999,平價
244,Kampaiboupuruda  ,韓杯房 PURUDA. 三条木屋町店,Sanjo,Korean cuisine,Yakiniku (BBQ Beef),3.533333333333333,35.010283845264,135.770732873394,￥3000～￥3999,,中價位
244,Kampaiboupuruda  ,韓杯房 PURUDA. 三条木屋町店,Sanjo,Korean cuisine,Yakiniku (BBQ Beef),3.533333333333333,35.010283845264,135.770732873394,￥3000～￥3999,,中價位
245,teppandainingugionshou  ,鉄板Dining祇園 翔 四条烏丸店,Karasuma,Izakaya (Tavern),Italian,3.433333333333333,35.0047547729186,135.758178337282,￥2000～￥2999,,中價位
245,teppandainingugionshou  ,鉄板Dining祇園 翔 四条烏丸店,Karasuma,Izakaya (Tavern),Italian,3.433333333333333,35.0047547729186,135.758178337282,￥2000～￥2999,,中價位
246,Sajiki  ,桟敷,Karasuma,Izakaya (Tavern),Japanese food (other),3.4,35.0062516368031,135.762732301268,￥4000～￥4999,,中價位
247,gansochiriteppanyakimotsunabeakachiriya  ,元祖 ちり鉄板焼×もつ鍋 赤ちり屋 京都駅八条口店,Kyoto,Motsu Nabe (Offel Hot Pot),Izakaya (Tavern),3.466666666666667,34.9830487933671,135.760015850726,￥3000～￥3999,,中價位
248,Nikumon  ,肉もん,Omiya,Yakiniku (BBQ Beef),Izakaya (Tavern),3.3666666666666667,35.0043274276467,135.748516937114,￥3000～￥3999,,中價位
249,pontochouyakinikuyaruki  ,先斗町焼肉　やる気,Sanjo,Yakiniku (BBQ Beef),Bar,3.4,35.0075863598508,135.770952701556,￥3000～￥3999,,中價位
250,BAR-CERVECERIA xativa  ,シャティバ,Kyoto Shiyakusho Mae,Spain,Bar,4.133333333333334,35.0130748179604,135.770174741391,￥3000～￥3999,,中價位
251,Ginnan  ,ぎんなん,Kyoto,Izakaya (Tavern),Tofu,3.5,34.9893875390549,135.758827324252,￥4000～￥4999,,中價位
252,Kyuushuunecchuuya  ,九州 熱中屋 伏見桃山 LIVE,Fushimi Momoyama,Izakaya (Tavern),Dumplings,3.733333333333333,34.9332650315496,135.764592762749,￥3000～￥3999,,中價位
252,Kyuushuunecchuuya  ,九州 熱中屋 伏見桃山 LIVE,Fushimi Momoyama,Izakaya (Tavern),Dumplings,3.733333333333333,34.9332650315496,135.764592762749,￥3000～￥3999,,中價位
252,Kyuushuunecchuuya  ,九州 熱中屋 伏見桃山 LIVE,Fushimi Momoyama,Izakaya (Tavern),Dumplings,3.733333333333333,34.9332650315496,135.764592762749,￥3000～￥3999,,中價位
253,konken  ,コンケン,Kawaramachi,Thailand cooking,Izakaya (Tavern),3.4,35.0047954829718,135.767272580132,￥1000～￥1999, ～￥999,平價
254,Yakinikuhorumonanju  ,焼肉･ホルモン あんじゅ,Karasuma,Yakiniku (BBQ Beef),Korean cuisine,3.466666666666667,35.0050667494906,135.761928011508,￥3000～￥3999,,中價位
255,Yamabanaheihachidiya  ,山ばな平八茶屋,Shugakuin,Kyoto Cuisine,Kaiseki (Traditional Japanese),4.133333333333334,35.0540652185977,135.791069150017,￥10000～￥14999,￥4000～￥4999,高價位
256,Idutsuya  ,いづつ家 三条店,Karasuma Oike,Yakiniku (BBQ Beef),Horumon (BBQ Offel),3.433333333333333,35.0094799167364,135.763540729937,￥5000～￥5999,,高價位
257,Kyouyoushokumatsumoto  ,京洋食　まつもと,Karasuma,Western Cuisine,French,3.633333333333333,35.0062209598182,135.755592651184,￥4000～￥4999,￥1000～￥1999,中價位
258,Ashuckurk  ,アシュクルク,Demachiyanagi,Bistro,Bar,3.6,35.0282667028448,135.774100099116,￥3000～￥3999,,中價位
259,ITALIAN BAR MODERNTIMES  ,イタリアンバール モダンタイムス,Marutamachi,Italian,Pizza,3.433333333333333,35.0134296607426,135.75716857729,￥2000～￥2999, ～￥999,平價
260,Aiyoxtsu  ,あいよっ！,Karasuma Oike,Kushi-age (Fried Skewer),Izakaya (Tavern),3.466666666666667,35.0083908126893,135.760456591774,￥1000～￥1999, ～￥999,平價
261,Chanchi  ,チャンチ 京都店 ,Kyoto,Korean cuisine,Izakaya (Tavern),4.1,34.9882018356172,135.759003197571,￥2000～￥2999, ～￥999,平價
262,SHUKURA  ,酒蔵,Sanjo,Bar,Nihonshu (Japanese sake),3.733333333333333,35.0083132271355,135.770986276413,￥3000～￥3999,,中價位
263,mikusoroji-ba-sumu-su  ,mixologybar smooth,Gion Shijo,Bar,Dining bar,3.5,35.0048785884352,135.770638685639,￥2000～￥2999,,中價位
264,Kinugawa  ,きぬがわ,Gojo,Kappo (Traditional Japanese),Shabu Shabu (Japanese Steamboat),4.3,34.9965550946793,135.758193991288,￥6000～￥7999,￥2000～￥2999,中價位
265,Momojirou  ,ももじろう 今出川百万遍店,Demachiyanagi,Izakaya (Tavern),Seafood,3.566666666666667,35.0286314545673,135.778022534342,￥3000～￥3999,,中價位
265,Momojirou  ,ももじろう 今出川百万遍店,Demachiyanagi,Izakaya (Tavern),Seafood,3.566666666666667,35.0286314545673,135.778022534342,￥3000～￥3999,,中價位
265,Momojirou  ,ももじろう 今出川百万遍店,Demachiyanagi,Izakaya (Tavern),Seafood,3.566666666666667,35.0286314545673,135.778022534342,￥2000～￥2999,,中價位
